641,638,0.9827016427452282
804,801,0.71838565049683
972,970,0.7138930814952494
6393,6390,0.8655788553912417
6565,6562,0.5174448913983157
6727,6725,0.5665015210658064
6886,6883,0.43998749360663886
7051,7048,0.4448837038869839
7220,7217,0.37194235257741687
7388,7385,0.3850886693585992
7549,7546,0.5496864625423401
7715,7713,0.7676321168779305
7884,7881,0.5135590529005392
8047,8044,0.7831746430543743
8212,8209,0.3570023014821393
9038,9036,0.9086625317621521
9203,9200,0.9243486040948932
9365,9363,0.4741361866131107
9531,9528,0.6886353070846137
9690,9687,0.38298921080443643
9858,9855,0.747755096818094
