Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1742480965.009898,6,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480966.068023,18,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480967.1361651,27,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480968.224692,38,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480969.5417123,47,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480970.0717435,58,odom,base_footprint,1.3663396268046537,0.6215826929813257,0.0,-0.0093933768417708,-0.0273120989040657,0.1322373729446164,0.9907972768521326,0.0,0.0,0.0,,,
1742480971.0678988,68,odom,base_footprint,1.4535513346084104,0.6447790003250762,0.0,-0.0090827701183636,-0.0274169575630475,0.1209829679037417,0.9922343917130152,0.2002501487731933,0.0,0.0,,,
1742480972.0664356,78,odom,base_footprint,1.6519446852718622,0.6873326424257185,0.0,-0.0081702972233764,-0.027702572413382,0.0880739086209632,0.9956952110164644,0.2154838293790817,0.0,0.0,,,
1742480973.0740745,88,odom,base_footprint,1.8382574874544064,0.7142024958093911,0.0,-0.0072488706244988,-0.0279578280577419,0.055068333082794,0.9980648502539188,0.1765498369932174,0.0,0.0,,,
1742480974.069642,98,odom,base_footprint,2.036761716151012,0.7299745770602554,0.0,-0.0063994465957907,-0.0281643987740659,0.0248381030181399,0.99927425427625,0.2008437663316726,0.0,0.0,,,
1742480975.0535622,106,odom,base_footprint,2.198521672139272,0.7334674534432714,0.0,-0.0055441600755219,-0.0283451682671663,-0.0054148810717487,0.9995682296291104,0.2007327079772949,0.0,0.0,,,
1742480976.0922987,118,odom,base_footprint,2.427433964184289,0.7236415087545083,0.0,-0.0046029030934081,-0.0285131471105818,-0.0384974108275731,0.9988412866819576,0.2008605450391769,0.0,0.0,,,
1742480977.0041976,127,odom,base_footprint,2.5999115252982783,0.706199171978178,0.0,-0.003792057287928,-0.0286322646076425,-0.0668216588616004,0.9973468967856064,0.1720815002918243,0.0,0.0,,,
1742480978.0799434,138,odom,base_footprint,2.6649857516368933,0.6962662428466357,0.0,-0.0098313275553355,-0.0271575270143783,0.1481518099455738,0.9885428710130612,0.0143481753766536,0.0,0.0,,,
1742480979.073112,148,odom,base_footprint,2.662772831727359,0.6937345949382738,0.0,-0.0220302410760533,-0.0186776538453831,0.6199406200172703,0.7841170794425394,-0.0143422158434987,0.0,0.0,,,
1742480980.0676477,158,odom,base_footprint,2.663744713623063,0.6913547748454075,0.0,-0.0284763412800451,-0.0048253769116393,0.9332226783110013,0.3581360067166339,0.0,0.0,0.0,,,
1742480981.0671344,168,odom,base_footprint,2.6664671738178005,0.6894641565192561,0.0,0.0266902851079625,-0.011036981285327,-0.9809213080533726,0.1922481574105604,0.0717660263180732,0.0,0.0,,,
1742480982.07413,178,odom,base_footprint,2.6339847241734398,0.6765108408915588,0.0,0.0240330742347052,-0.016018664671755,-0.9247769480585596,0.3794121281145232,-0.0143486997112631,0.0,0.0,,,
1742480983.0967991,188,odom,base_footprint,2.634714044932383,0.6792190589980766,0.0,0.0128664727537694,-0.0258580771503508,-0.6130847319750028,0.789489124712959,0.0,0.0,0.0,,,
1742480984.0713246,198,odom,base_footprint,2.633364828524736,0.6817520847503453,0.0,-0.0028603578175932,-0.0287402962439902,-0.0991706356308853,0.994651271375783,-0.0142439706251025,0.0,0.0,,,
