6.969665116056868115e+00 5.816945017750089209e-01 7.519641717187575125e-01 7.864066476887225932e-01 8.996836998628148230e-01 8.157417403748680185e-01 6.615347367999571127e-01 6.599816431734841782e-01 6.312345834237090836e-01
5.580033510633274574e+00 5.898888839196031242e+00 1.014550047681990863e+00 1.094546461926375613e+00 1.166178654768320833e+00 1.067792369161787880e+00 1.058049816327315762e+00 1.061365116481361559e+00 1.114893927519416295e+00
4.757824249601612543e+00 4.962416874683205137e+00 5.362667938206470808e+00 1.295086383790993834e+00 1.404770267534522610e+00 1.544378651918282275e+00 1.342712224898423123e+00 1.549530779112060719e+00 1.354357958451448685e+00
4.046771926670975184e+00 4.213344234850286973e+00 4.267526882602002303e+00 4.734798288903342645e+00 2.350760434141028643e+00 2.499183942108704315e+00 2.619849974494508071e+00 3.106918107252721217e+00 3.139161109143420614e+00
3.420743605709389179e+00 3.563749860643774525e+00 3.866483595200884249e+00 4.258774013385075996e+00 4.445518287815099612e+00 3.791063907819342660e+00 3.942069212454994531e+00 4.205137015814215395e+00 4.356451031692986753e+00
2.637251031475327689e+00 2.961656125806936934e+00 3.170440089864060784e+00 3.291727200790894425e+00 3.226574837780388005e+00 3.489305733020933609e+00 4.132886084180555919e+00 4.504855634402074926e+00 4.497581374188197145e+00
2.058430782486130095e+00 2.294771196036489158e+00 2.286671570424224420e+00 2.582360939519988463e+00 2.670861266216708163e+00 2.918147736631969469e+00 3.130433681858826755e+00 4.535803388835925709e+00 4.604926519962266873e+00
1.530177978296699770e+00 1.636476288496008680e+00 1.844798613795408659e+00 2.039479405804542456e+00 2.124853397551575984e+00 2.271976119759512525e+00 2.357059440951984719e+00 2.294348522131342438e+00 4.958750772751501223e+00
8.294326054482040744e-01 7.884563206799669599e-01 7.190246430136625344e-01 8.406826734014342106e-01 8.844665663490225427e-01 9.967420102824925410e-01 1.114137542083910359e+00 1.213557211132938018e+00 1.353092903861592866e+00
2.057682596597505409e+00 2.082319184320932326e+00 2.035954612533924291e+00 1.952449607683433896e+00 1.921363267699464750e+00 1.784316185433726609e+00 1.586480373989247239e+00 1.613547690476214713e+00 1.439107789110096292e+00
6.557302751393839557e+00 8.873046386745100378e-01 8.363827374074710441e-01 7.968064389581074325e-01 8.357056605562892537e-01 8.469605391054589871e-01 8.183760309051564263e-01 9.154364324625255955e-01 9.487612096639018722e-01
6.588982046701004514e+00 6.695485583786106254e+00 1.485959857014274688e+00 1.593522149042512437e+00 1.824732716395725429e+00 2.036198417435961971e+00 2.015784926663066301e+00 2.074913572524052618e+00 2.088600891295925965e+00
5.375108417330025645e+00 5.627032075128008515e+00 5.851093155489050623e+00 2.036131165116711994e+00 2.309035403037845935e+00 2.490628839212398304e+00 2.613169635214529940e+00 2.687170824069797792e+00 2.754594556447975684e+00
4.413314413286882676e+00 4.578621991334977714e+00 4.746621939165708071e+00 5.008787818388499069e+00 2.767192258937069216e+00 2.875127401652136427e+00 3.062130955989093017e+00 3.188953894104655351e+00 3.216093002280761670e+00
3.480769159024024617e+00 3.438832065879946942e+00 3.421449205268254357e+00 3.414721606450594305e+00 3.204302277110829156e+00 5.225922042997084738e+00 5.276703605210061987e+00 5.529549971176806800e+00 5.566733792750474308e+00
2.873200190131721676e+00 2.777723338358927041e+00 2.829144300812704405e+00 2.901248940855475578e+00 2.802680407937541585e+00 2.834990639549082925e+00 5.352711053931519913e+00 5.544471252627025670e+00 5.674575167769018158e+00
2.404565124168888346e+00 2.205800658866817976e+00 2.132904090517519613e+00 2.089473213583890931e+00 1.946947535094093240e+00 1.927022471903992562e+00 1.928042405087057709e+00 6.259140544939532980e+00 6.374506885272076318e+00
1.724274310783369346e+00 1.715419646278849131e+00 1.703987764917117342e+00 1.671626755459890257e+00 1.584454310569113566e+00 1.579335533755607646e+00 1.543379034660979032e+00 1.524053634164125315e+00 7.024380200879511094e+00
1.319700169639900444e+00 1.311937644563971217e+00 1.418670497346593118e+00 1.469117666625990859e+00 1.577726803632598651e+00 1.684269004967769101e+00 1.763183899790158105e+00 1.901124295058369773e+00 2.145635459477027052e+00
1.407383104526270579e+00 6.508732997926466091e+00 2.626017199407527092e-01 3.189543736307464683e-01 2.831949745086027592e-01 2.845261786374208013e-01 4.531365206959364622e-01 5.121996495873981647e-01 6.154148897246222161e-01
2.310896245985156305e+00 5.606017725576916355e+00 6.136286758422153653e+00 5.099925428918733461e-01 5.363875922429642840e-01 7.938056953879331079e-01 7.347905271221359946e-01 9.454207682631453613e-01 7.614406050096400591e-01
2.955833126758887985e+00 4.886913574812582262e+00 5.065984512945269636e+00 5.574670780652025925e+00 1.540596470680094310e+00 1.887399460503319304e+00 2.105466854487236361e+00 2.593601235897261770e+00 2.608796381947358967e+00
5.337995400672657098e+00 3.944554204806436815e+00 4.392958439001725779e+00 4.818822622876872686e+00 5.140185177658204374e+00 2.921488646044778648e+00 3.247869281181719803e+00 3.517697746439398809e+00 3.719293332268250207e+00
4.343766192562471318e+00 3.548698236630546177e+00 3.925505841869534329e+00 4.080353067896715480e+00 4.122452809358623682e+00 4.301349329064053428e+00 3.474488021906762203e+00 3.852851108178179995e+00 3.878926986283109279e+00
4.935538193487034597e+00 2.911308742571879549e+00 3.056191370901635729e+00 3.387900879535335807e+00 3.543471076952144472e+00 3.657960570901014119e+00 3.715352443467172527e+00 3.922264008152038350e+00 4.006158723061299831e+00
5.502808315389920324e+00 2.275951590150782522e+00 2.626453535130592876e+00 2.861973124236254939e+00 2.978879286571349372e+00 2.970481990726706822e+00 2.933797957514967969e+00 2.862936067825271547e+00 4.380805391985812314e+00
6.305700861093957776e+00 1.422396000376877634e+00 1.453500356384509917e+00 1.596572290982399389e+00 1.608290735145176287e+00 1.535310651193283471e+00 1.503587441295852312e+00 1.539503424060567838e+00 1.646236968955614000e+00
7.999608218648526226e+00 1.890156561092104059e+00 1.857621118144892947e+00 1.800284540822775892e+00 1.746183230268739006e+00 1.696878341842543048e+00 1.542086940777983362e+00 1.480739699000167109e+00 1.250052906374272688e+00
1.364207246515231731e+00 6.152771090155744194e-01 6.311704925903740548e-01 6.214024665280192261e-01 5.993481884352768185e-01 4.658127905679878555e-01 4.285123414706265565e-01 3.874116882224192260e-01 4.256933122758460586e-01
4.615232458567787299e-01 7.321842011030160080e+00 8.724904186180775234e-01 9.385923387654123706e-01 1.040663845241479590e+00 1.275521049075132973e+00 1.372266101096179858e+00 1.421221493259220647e+00 1.460809407107056312e+00
1.681690176796154512e+00 6.283560736897934262e+00 6.640584228405734812e+00 1.303042250228741983e+00 1.511275969836024746e+00 1.777022179229334808e+00 2.004908029550457105e+00 2.076412580566707078e+00 2.156118090643677210e+00
2.591898022804651980e+00 5.265877866253989126e+00 5.551625343929568857e+00 5.849987554061828909e+00 1.971790123475353207e+00 2.216121948504908179e+00 2.495295530258599737e+00 2.618608421235937733e+00 2.645193475012998618e+00
4.461758457359928265e+00 3.904393922293551977e+00 4.073625900714541892e+00 4.110115003974192049e+00 4.062447387242484886e+00 4.513842613762593992e+00 4.710263634425406742e+00 4.976961678469296935e+00 5.025921275929587040e+00
5.257868572664084361e+00 3.187017606444020323e+00 3.382001088099311215e+00 3.471764206634274874e+00 3.502480749088083822e+00 3.550325902164444880e+00 4.701127837806534870e+00 4.892839583056439068e+00 5.052742477234170693e+00
4.619152796212025791e+00 2.848563380450512827e+00 2.917288283179408026e+00 2.915527815751893570e+00 2.795772692306842888e+00 2.629446579564174158e+00 2.514996849281275537e+00 5.638307022857798501e+00 5.770781448024681737e+00
5.496014013058219128e+00 2.350972926545766839e+00 2.439795888494420417e+00 2.447486264183426297e+00 2.281044794687223654e+00 2.039789291763171253e+00 1.891411924436103842e+00 1.836729826564311052e+00 6.440542647378677543e+00
6.076565468926754754e+00 1.882125720234797628e+00 2.039327290514195035e+00 2.085324711247793950e+00 1.991839341336547164e+00 1.823751185566146571e+00 1.798575696120526368e+00 1.869813127050305335e+00 2.135748840265390136e+00
9.345195086567862353e-01 1.025605972995518922e+00 6.437130058296156143e+00 2.361921828400266599e-01 2.716918111750737386e-01 4.853589315594478149e-01 3.517961983485120014e-01 6.137545805122031073e-01 4.755257277906471125e-01
1.585291363533448905e+00 1.611439524738862872e+00 5.460817635316238317e+00 5.702072993038520998e+00 1.385958394336656907e+00 1.545415695608289841e+00 1.588440199842588552e+00 2.165583274206387632e+00 2.222388396405328148e+00
4.077814070988266870e+00 4.358583784331333533e+00 4.376461759932546158e+00 5.147262587736293860e+00 5.389088615548836003e+00 2.709011338259444290e+00 3.011447179627730453e+00 3.253230086726345949e+00 3.361674387393451369e+00
2.949386893524294617e+00 2.972654569676220770e+00 4.153235273963911567e+00 4.402533622976842587e+00 4.407512529255973810e+00 4.556454915846464893e+00 3.140257241884880646e+00 3.518794585537820208e+00 3.474875245608925578e+00
3.546026481576034506e+00 3.612042479511933024e+00 3.357722535399441099e+00 3.645489758779752343e+00 3.800164935189646709e+00 3.972851730218830646e+00 4.244585418934207155e+00 3.523270576470090454e+00 3.560412426790366069e+00
4.123679676476219136e+00 4.259599943273941314e+00 2.998312915645320320e+00 3.041930683124784540e+00 3.201665553971932976e+00 3.321639521452788735e+00 3.521284183700223558e+00 3.415353444560289109e+00 3.879787948229627581e+00
4.934922387444122371e+00 5.142779144687505521e+00 1.897227940315207473e+00 1.730443734183415128e+00 1.814133919434183229e+00 1.898403295351503983e+00 2.160487685035267891e+00 2.207525769808812655e+00 2.392181178165716737e+00
6.603898018937549352e+00 6.956763051003921561e+00 1.566997859277423188e+00 1.976515567858687428e+00 1.805843678191843438e+00 1.513098275934724235e+00 9.805737984321288847e-01 8.046809602577327247e-01 5.039517899921144295e-01
1.431430341653784577e+00 6.644036695106148471e+00 9.661552658210591504e-01 7.433455772549870666e-01 7.665794872919653447e-01 7.386182455749986664e-01 1.024440092847637818e+00 1.008896582099851003e+00 1.087427140180078577e+00
1.062416256615774213e+00 9.562259378543306321e-01 9.563165002417546301e-01 7.157582842925186428e-01 8.419827895365864512e-01 1.112283687175800395e+00 1.294685594451797428e+00 1.377819095507781588e+00 1.447422565980533093e+00
5.764116943074799604e-01 6.906097834131766922e-01 7.033382936260690776e+00 1.112865960153163636e+00 1.313386547638366819e+00 1.546108158592146342e+00 1.715035308125123725e+00 1.814573362031088433e+00 1.866080708816672429e+00
1.224007289970986401e+00 1.248019440246403544e+00 5.991715409637285994e+00 5.979683994584626738e+00 1.794459513701767817e+00 1.936592911839336573e+00 2.109559744431126926e+00 2.342974080522705727e+00 2.396116001295955034e+00
3.177258633203089655e+00 3.352153841096220166e+00 4.160202788896502746e+00 4.492614080137740551e+00 4.354862090187142876e+00 4.184780366594756273e+00 4.143829941926830962e+00 4.422509215870936927e+00 4.412411125967405923e+00
3.936633425488813565e+00 4.283669640331305040e+00 3.441131061236493149e+00 3.806520843515882380e+00 3.752596434865223429e+00 3.648239848203285618e+00 4.461473089654171886e+00 4.673647609761945709e+00 4.778340443506946755e+00
3.240133760760666171e+00 3.733791673290647317e+00 3.337883599971025017e+00 3.106094930803866117e+00 3.020981011475766920e+00 2.973448793052043904e+00 3.143279340678830192e+00 5.331727819490297726e+00 5.436544014765604338e+00
4.142895676524005921e+00 4.448911412475936800e+00 2.968634914273903025e+00 2.517188013992046169e+00 2.444236256628998571e+00 2.475391519151241226e+00 2.795629053147584031e+00 2.706815753850607020e+00 6.030692681670021038e+00
4.730845657254042713e+00 5.082226367617106000e+00 2.624900148983629666e+00 2.046446082455042337e+00 2.079655855871543224e+00 2.271604006248284069e+00 2.771441288854801677e+00 2.821268844407528231e+00 3.115175242236227326e+00
8.746385376927608979e-01 8.516134523282523627e-01 1.053491248464754060e+00 6.077400473797285763e+00 1.192026744156184925e+00 1.368371877227029465e+00 1.595849525609629005e+00 1.669768369166738209e+00 1.898890785288885885e+00
3.256819761805109792e+00 3.379542265977479421e+00 3.408570363445915685e+00 5.036950530956093353e+00 5.640664530829867296e+00 1.768485504938452468e+00 2.239001304140865400e+00 2.623669953867012516e+00 2.969690170423278097e+00
2.316048264907489163e+00 2.219514913661521760e+00 2.589406581075700764e+00 4.536941814617020619e+00 4.696757731927995394e+00 5.331790279275351097e+00 2.564389399355472055e+00 2.931207381849984195e+00 3.120190439267393590e+00
2.825234893174839890e+00 2.813830474695161676e+00 3.310788534872651567e+00 3.879907207281972692e+00 4.071570772766881063e+00 4.480257275276704476e+00 4.432690442564219957e+00 2.981113870100060126e+00 3.244594849858883467e+00
3.338922330683340434e+00 3.422967554347731589e+00 3.553112367179694697e+00 3.379692764253733994e+00 3.453075995129704978e+00 3.642010308448780709e+00 3.564417062122482882e+00 3.806519893453552683e+00 3.619834680287137729e+00
4.078574019526726602e+00 4.263762990865590297e+00 4.628285184612894732e+00 2.147892472549645770e+00 2.049040550915489423e+00 2.097961402649437090e+00 1.977887691073231258e+00 2.341109265126319894e+00 2.274513771218465763e+00
5.803872767412194378e+00 6.010343336663531488e+00 6.351648030040831117e+00 1.642140955308269978e+00 1.904448871728393389e+00 2.490333111113227194e+00 2.406648517539669019e+00 1.605202872212102339e+00 1.280320205679284173e+00
1.742266344974242820e+00 5.868963734380741037e+00 6.338982739400599975e+00 1.067373798712376809e+00 9.931887423064400533e-01 1.220497808926733763e+00 1.061044874658092496e+00 9.167357311600763392e-01 7.318638446783223284e-01
2.016454156883208171e+00 2.012969717119652557e+00 6.890194960555900749e+00 9.401129516877261283e-01 6.770864284194422211e-01 2.465469216040943878e-01 4.801958457061112351e-01 5.415591561416627231e-01 7.576891452982417174e-01
1.205039872833318482e+00 1.373702434333401223e+00 1.862381339270492875e+00 1.120803411527859783e+00 1.102697088070050624e+00 8.986608673450400264e-01 1.225335511107850328e+00 1.141240861552244468e+00 1.403179845879051202e+00
7.469814895124305965e-01 7.898034548890318085e-01 1.180439869326494362e+00 6.359220765961559607e+00 1.582480712108538912e+00 1.487698208481608608e+00 1.811702277324088284e+00 1.707894842022043891e+00 1.931771744039275207e+00
2.261509827555780561e+00 2.316952888958425660e+00 2.434462611886337502e+00 4.460489345743497758e+00 4.645532431981284738e+00 3.874674127188263206e+00 4.211354302566128638e+00 4.117684233455624288e+00 4.309268452070652344e+00
2.985744109785918532e+00 3.232364135909604475e+00 3.286883554607820113e+00 3.733248710877886456e+00 4.005480274244748173e+00 4.772177810998258884e+00 3.723116176325078186e+00 3.968276011056810049e+00 4.301613949060232756e+00
2.583723300431438830e+00 2.995684689838596704e+00 3.554386907927373773e+00 3.442539519081150967e+00 3.278614988590554002e+00 3.541260024989286048e+00 3.403769893987956152e+00 4.703287719567255110e+00 5.019945974381669451e+00
3.453474902706316296e+00 3.730254454659845287e+00 4.249153509370374060e+00 3.023673817392726004e+00 2.660300048051737143e+00 2.570982956533011343e+00 2.334066977462514014e+00 2.705911287215477579e+00 5.687602667004979295e+00
3.963371778392814182e+00 4.319097061087012079e+00 4.713888698506752739e+00 2.665786807495731381e+00 2.233529794757439735e+00 1.869262881667263176e+00 1.640785653882262718e+00 2.465178001011664399e+00 2.551341884620041078e+00
3.220725825953171473e+00 3.288882788949344604e+00 3.158318011345410792e+00 3.313055853523577010e+00 7.141648344703502183e+00 1.063087850049353023e+00 1.326593444135386823e+00 1.600540602085259723e+00 1.728546965632255628e+00
1.515736109458436731e+00 1.573004325829013839e+00 1.411563790017827724e+00 1.431116919447610325e+00 6.007235153128581473e+00 6.610820533045680847e+00 1.270242723822779363e+00 1.674146320810852018e+00 1.650141395872356975e+00
2.062428889470525384e+00 2.136591709415866180e+00 2.215665685003532559e+00 2.185789020645588110e+00 5.245160829065190100e+00 5.719564110389925737e+00 6.012076909434932226e+00 1.576881360654534214e+00 1.610302183726618930e+00
2.588029360998868267e+00 2.710388783263752543e+00 2.552362705415567312e+00 2.751364789797989818e+00 4.547552881349976595e+00 4.922575681930723590e+00 5.162005714353958830e+00 5.375277840222540959e+00 1.939627814259110794e+00
3.348151866768003249e+00 3.515448189206721974e+00 3.698701648963687028e+00 4.117736843419686821e+00 3.028712499774588451e+00 3.316677761058651086e+00 3.516155200852137064e+00 3.723256078306055539e+00 3.862774103941051251e+00
