"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.9810000061988831, 0.9789999723434448, 0.0)"
"(0.0, 0.7179999947547913, 0.718999981880188, 0.0)"
"(0.0, 0.7149999737739563, 0.7149999737739563, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.8640000224113464, 0.8610000014305115, 0.0)"
"(0.0, 0.503000020980835, 0.49000000953674316, 0.0)"
"(0.0, 0.5680000185966492, 0.5720000267028809, 0.0)"
"(0.0, 0.4390000104904175, 0.43700000643730164, 0.0)"
"(0.0, 0.4440000057220459, 0.4440000057220459, 0.0)"
"(0.0, 0.3709999918937683, 0.3709999918937683, 0.0)"
"(0.0, 0.3880000114440918, 0.3880000114440918, 0.0)"
"(0.0, 0.5509999990463257, 0.5540000200271606, 0.0)"
"(0.0, 0.7639999985694885, 0.7599999904632568, 0.0)"
"(0.0, 0.5189999938011169, 0.5260000228881836, 0.0)"
"(0.0, 0.7739999890327454, 0.7639999985694885, 0.0)"
"(0.0, 0.36000001430511475, 0.36399999260902405, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.9089999794960022, 0.9079999923706055, 0.0)"
"(0.0, 0.9259999990463257, 0.925000011920929, 0.0)"
"(0.0, 0.47099998593330383, 0.4699999988079071, 0.0)"
"(0.0, 0.6890000104904175, 0.6890000104904175, 0.0)"
"(0.0, 0.38199999928474426, 0.375, 0.0)"
"(0.0, 0.7490000128746033, 0.7519999742507935, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
"(0.0, 0.0, 0.0, 0.0)"
