1014 2014 0.9164286107520827
1015 2015 0.851610925680981
1016 2016 0.9288690924195462
1020 2020 0.9667882823619413
1021 2021 0.6646616300997633
1022 2022 0.3563315903676345
1023 2023 0.6674539463977543
1027 2027 0.8192489588054571
1028 2028 0.8620359418215094
1033 2033 0.8052524288223681
1034 2034 0.470183849901478
1035 2035 0.3586856631307858
1036 2036 0.5142664234061927
1037 2037 0.7986939439828451
1038 2038 0.5829551112535515
1039 2039 0.3838340278958131
1040 2040 0.4566607906927826
1041 2041 0.6993647584630343
1042 2042 0.9214907653431735
1043 2043 0.7166128088910448
1044 2044 0.4231022337602828
1045 2045 0.7702583639070586
1046 2046 0.697097137763191
1047 2047 0.5817870867855053
1048 2048 0.419976715655878
1049 2049 0.3476218845392237
1050 2050 0.4215925842026935
1051 2051 0.5318356619262906
1052 2052 0.6429015326132221
1053 2053 0.7859112386468851
1054 2054 0.9333949273241877
1070 2070 0.805410496603695
1071 2071 0.34597681964141697
1072 2072 0.3782914829056198
1073 2073 0.8784928157037701
1096 2096 0.7877320019063614
1003 3003 0.5571698738210378
1010 3010 0.36946652764870724
1011 3011 0.336743274079372
1017 3017 0.9299884945556182
1018 3018 0.34794560496725124
1019 3019 0.3587023934683014
1032 3032 0.9494466926325213
1043 3043 0.7554494185638514
1044 3044 0.6343615238152042
1057 3057 0.7994991908277608
1058 3058 0.35165662493214184
1059 3059 0.5797021559955189
1065 3065 0.7212513767900455
1066 3066 0.8196065253061878
2012 3012 0.706398930079914
2017 3017 0.4657083823102934
2020 3020 0.8112123382018985
2029 3029 0.7202470240896756
2030 3030 0.3583939422101153
2031 3031 0.6271660858284211
2044 3044 0.43410677445790014
2045 3045 0.35486796558144473
2046 3046 0.9053858429118706
2063 3063 0.8661006084317642
2091 3091 0.5423427080218002
2092 3092 0.8426036688225234
2096 3096 0.9605547432067095
