Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1742480082.0107348,32,1742480082,9656947,world,1.7116533517837524,2.6377573013305664,0.0923472493886947,0.0082807745784521,-0.0063532437197864,0.4662095010280609,-0.8846127986907959
1742480083.010823,82,1742480083,9648653,world,1.7119133472442627,2.637866258621216,0.0924558714032173,0.0084921680390834,-0.0050061093643307,0.4663083553314209,-0.884567379951477
1742480084.0208037,137,1742480084,19634171,world,1.7118335962295532,2.637858867645264,0.0924577862024307,0.0084891309961676,-0.0048997104167938,0.4662942290306091,-0.884575366973877
1742480085.0006323,196,1742480084,999616079,world,1.711906909942627,2.637924194335937,0.0924679562449455,0.0086796944960951,-0.0046917959116399,0.466365784406662,-0.8845369815826416
1742480086.0106254,248,1742480086,9659550,world,1.711880087852478,2.637911081314087,0.0925092101097107,0.0077392240054905,-0.0041223159059882,0.4666533172130584,-0.8843969106674194
1742480087.0010102,294,1742480086,999678392,world,1.7118109464645386,2.6379196643829346,0.0924590826034545,0.0084321936592459,-0.0045198174193501,0.46641406416893,-0.8845147490501404
1742480088.001357,347,1742480087,999676754,world,1.7118253707885742,2.637873649597168,0.0924432948231697,0.0087549621239304,-0.005135235376656,0.4662732779979706,-0.8845824599266052
1742480089.000594,402,1742480088,999666906,world,1.726136565208435,2.6169400215148926,0.0928509607911109,0.0079869078472256,-0.0059677264653146,0.4706639945507049,-0.882256269454956
1742480090.0108972,458,1742480090,9708116,world,1.7945643663406372,2.510963201522827,0.0933483392000198,0.0079066362231969,-0.0119332773610949,0.473928838968277,-0.8804468512535095
1742480091.0207148,513,1742480091,19637785,world,1.8620507717132568,2.4039835929870605,0.0928422436118125,0.0075378813780844,-0.0075949705205857,0.4786252379417419,-0.8779540657997131
1742480092.0107844,563,1742480092,9666787,world,1.9253677129745483,2.29700779914856,0.0922069624066352,0.0105760255828499,-0.0097299227491021,0.4963648021221161,-0.8679951429367065
1742480093.010759,615,1742480093,9653391,world,1.9835988283157349,2.1879231929779053,0.092478409409523,0.0103448266163468,-0.0053465776145458,0.5164052844047546,-0.8562651872634888
1742480094.020998,666,1742480094,19660345,world,2.0389556884765625,2.0758092403411865,0.0933112278580665,0.0083345705643296,-0.0064285364933311,0.5305591225624084,-0.8475825786590576
1742480095.0005455,718,1742480094,999627745,world,2.0894970893859863,1.9652694463729856,0.0942512676119804,0.0089557971805334,-0.0067966785281896,0.538825511932373,-0.8423423767089844
1742480096.000636,772,1742480095,999624097,world,2.139412641525269,1.8542168140411377,0.0952860713005065,0.0052715199999511,-0.0093302717432379,0.540241003036499,-0.8414421081542969
1742480097.020927,825,1742480097,19655856,world,2.18962836265564,1.7369369268417358,0.0960159748792648,0.0038412613794207,-0.0080608436837792,0.5579580068588257,-0.8298212289810181
1742480098.0006218,881,1742480097,999631965,world,2.233541250228882,1.622299075126648,0.0966798812150955,0.0050812391564249,-0.0055003422312438,0.5552525520324707,-0.831648051738739
1742480099.0009327,930,1742480098,999648774,world,2.277911424636841,1.5044968128204346,0.0977874174714088,0.0087919132784008,-0.0048953085206449,0.5753381252288818,-0.8178538084030151
1742480100.010826,986,1742480100,9705306,world,2.3187975883483887,1.3841900825500488,0.0990192741155624,0.0102452374994754,-0.0077039212919771,0.5878780484199524,-0.8088480234146118
1742480101.0004957,1040,1742480100,999644309,world,2.354440450668335,1.2634851932525637,0.0999999120831489,0.0107337608933448,-0.0081910798326134,0.601888120174408,-0.7984662652015686
1742480102.0006435,1092,1742480101,999666034,world,2.3856453895568848,1.144808053970337,0.1007286757230758,0.0093672471120953,-0.0091684553772211,0.612452507019043,-0.7903987765312195
1742480103.0004086,1147,1742480102,999643470,world,2.414163589477539,1.0236876010894775,0.1011141240596771,0.0073548052459955,-0.011814578436315,0.6238409280776978,-0.7814274430274963
1742480104.0004778,1201,1742480103,999639530,world,2.4383814334869385,0.8999756574630737,0.1013127341866493,0.0084084114059805,-0.0139760822057724,0.6408814787864685,-0.7674665451049805
1742480105.021426,1255,1742480105,19674075,world,2.461383581161499,0.7777037024497986,0.0997585505247116,0.0055319261737167,-0.011955345980823,0.6382020711898804,-0.7697561979293823
1742480106.0006433,1301,1742480105,999627153,world,2.4826486110687256,0.6579937934875488,0.0997337102890014,0.0062103564850986,-0.0097141787409782,0.6388034224510193,-0.7692835927009583
1742480107.000697,1355,1742480106,999629591,world,2.48241662979126,0.6487756967544556,0.1003284156322479,0.0019749572966247,-0.0121152102947235,0.4223286509513855,-0.9063596725463868
1742480108.0108216,1406,1742480108,9653793,world,2.480001926422119,0.6478452682495117,0.1007191240787506,0.009989601559937,-0.0043229032307863,-0.0937360525131225,-0.9955375790596008
1742480109.010811,1461,1742480109,9663900,world,2.4772608280181885,0.6445801258087158,0.0995433777570724,0.0074903680942952,0.0061638168990612,-0.5853995084762573,-0.8106869459152222
1742480110.0103917,1512,1742480110,9666716,world,2.466651678085327,0.666792631149292,0.1002962663769722,-0.0054583447054028,0.0152568025514483,-0.861434817314148,-0.5076097249984741
1742480111.0005786,1563,1742480110,999635775,world,2.409351110458374,0.7776355147361755,0.1003642454743385,-0.0050044651143252,0.0157704222947359,-0.8508148789405823,-0.525205135345459
1742480112.010609,1619,1742480112,9655523,world,2.382352113723755,0.8468020558357239,0.1215392723679542,-0.0998941287398338,0.051941018551588,-0.8491633534431458,-0.515989363193512
