1000 4000
1000 8000
1000 12000
1000 5000
1000 9000
1000 11000
1000 13000
2000 5000
2000 9000
2000 10000
2000 11000
2000 13000
2000 14000
2000 16000
2000 17000
2000 18000
3000 10000
3000 1000
3000 6000
3000 11000
3000 12000
3000 13000
3000 14000
3000 15000
4000 2000
4000 7000
4000 12000
4000 13000
4000 14000
4000 15000
5000 8000
5000 13000
5000 14000
5000 15000
6000 3000
6000 8000
6000 9000
6000 13000
6000 16000
6000 17000
6000 14000
6000 18000
7000 4000
7000 10000
7000 14000
7000 5000
7000 15000
7000 16000
7000 17000
7000 18000
7000 19000
8000 5000
8000 15000
8000 6000
8000 11000
8000 16000
8000 17000
8000 18000
8000 19000
8000 20000
9000 7000
9000 12000
9000 17000
9000 18000
9000 19000
9000 20000
10000 13000
10000 18000
10000 19000
10000 20000
11000 8000
11000 14000
11000 18000
11000 9000
11000 15000
11000 19000
12000 9000
12000 15000
12000 19000
12000 10000
12000 20000
13000 10000
13000 20000
13000 11000
13000 16000
14000 12000
14000 17000
15000 13000
16000 13000
16000 18000
17000 14000
17000 19000
18000 15000
1001 3001
1001 8001
1001 11001
1001 12001
1001 13001
2001 4001
2001 5001
2001 9001
2001 11001
2001 12001
2001 13001
2001 10001
2001 14001
3001 10001
3001 1001
3001 6001
3001 11001
3001 12001
3001 13001
3001 14001
3001 15001
4001 2001
4001 7001
4001 12001
4001 13001
4001 14001
4001 15001
5001 8001
5001 14001
5001 15001
6001 3001
6001 8001
6001 13001
6001 16001
6001 17001
6001 14001
7001 4001
7001 9001
7001 10001
7001 14001
7001 16001
7001 17001
7001 15001
7001 18001
8001 5001
8001 15001
8001 6001
8001 11001
8001 16001
8001 17001
8001 18001
8001 19001
9001 13001
9001 18001
9001 19001
9001 20001
10001 13001
10001 18001
10001 19001
10001 20001
11001 8001
11001 13001
11001 14001
11001 18001
12001 15001
12001 18001
12001 9001
12001 10001
12001 19001
13001 9001
13001 10001
13001 19001
13001 20001
13001 16001
14001 20001
14001 17001
15001 18001
16001 13001
16001 18001
17001 14001
17001 19001
18001 15001
18001 20001
1002 3002
1002 8002
1002 11002
1002 12002
1002 13002
2002 4002
2002 5002
2002 9002
2002 11002
2002 12002
2002 13002
2002 10002
2002 14002
3002 10002
3002 1002
3002 6002
3002 11002
3002 12002
3002 13002
3002 14002
4002 10002
4002 2002
4002 7002
4002 12002
4002 13002
4002 14002
5002 8002
5002 14002
5002 15002
6002 3002
6002 8002
6002 13002
6002 16002
7002 4002
7002 9002
7002 10002
7002 14002
7002 16002
7002 15002
7002 17002
7002 18002
8002 5002
8002 15002
8002 6002
8002 11002
8002 17002
8002 18002
8002 19002
9002 14002
9002 15002
10002 13002
10002 18002
10002 19002
10002 20002
11002 8002
11002 13002
11002 17002
12002 14002
12002 15002
12002 17002
12002 18002
13002 10002
13002 19002
13002 20002
13002 16002
14002 20002
14002 17002
15002 19002
16002 13002
16002 18002
17002 14002
17002 19002
18002 15002
18002 20002
1003 3003
1003 8003
1003 11003
1003 12003
1003 13003
2003 4003
2003 9003
2003 11003
2003 12003
2003 13003
2003 10003
2003 14003
3003 5003
3003 1003
3003 6003
3003 12003
3003 13003
3003 10003
3003 14003
4003 10003
4003 2003
4003 7003
4003 12003
4003 13003
4003 14003
5003 3003
5003 8003
5003 14003
5003 15003
6003 3003
6003 8003
6003 13003
6003 16003
7003 4003
7003 9003
7003 10003
7003 14003
7003 11003
8003 5003
8003 15003
8003 6003
8003 11003
9003 14003
9003 15003
10003 13003
11003 7003
11003 8003
11003 13003
11003 17003
12003 14003
13003 10003
13003 15003
14003 9003
16003 13003
16003 18003
17003 19003
18003 14003
18003 15003
18003 20003
1004 3004
1004 8004
1004 11004
1004 12004
2004 4004
2004 9004
2004 11004
2004 12004
2004 10004
2004 13004
2004 14004
3004 5004
3004 1004
3004 6004
3004 12004
3004 10004
3004 13004
3004 14004
4004 10004
4004 2004
4004 7004
4004 12004
4004 13004
4004 14004
5004 3004
5004 8004
5004 14004
5004 15004
6004 3004
6004 8004
6004 13004
7004 4004
7004 9004
7004 10004
7004 13004
7004 14004
7004 11004
8004 5004
8004 15004
8004 6004
8004 11004
9004 14004
9004 15004
10004 13004
11004 7004
11004 8004
11004 13004
12004 14004
13004 10004
13004 15004
16004 18004
17004 19004
18004 20004
1005 3005
1005 8005
1005 11005
1005 12005
2005 4005
2005 9005
2005 11005
2005 12005
2005 10005
3005 1005
3005 6005
3005 12005
3005 10005
3005 5005
4005 2005
4005 7005
4005 10005
4005 5005
5005 3005
5005 4005
5005 8005
5005 10005
6005 3005
6005 8005
6005 13005
7005 4005
7005 9005
7005 10005
7005 11005
7005 13005
8005 5005
8005 14005
8005 15005
9005 14005
9005 15005
10005 13005
11005 7005
11005 14005
12005 14005
13005 10005
13005 15005
16005 18005
17005 19005
18005 20005
1006 3006
1006 12006
1006 8006
