2002 21002 0.8917193403703351
3001 21001 0.8155927395160937
3002 21002 0.3772165167252848
3003 21003 0.8015467567605256
4001 21001 0.7649523887379372
4002 21002 0.2920263245832323
4003 21003 0.3365835211429056
5002 21002 0.6471999476035241
5003 21003 0.7926103336991077
7001 21001 0.7997723891348982
7002 21002 0.9869670789831959
8000 21000 0.7507010376112283
8001 21001 0.39442349004380495
8002 21002 0.591637841235177
9000 21000 0.771047296238358
9001 21001 0.34479224769450556
9002 21002 0.43019510472643335
9003 21003 0.957900577284452
10001 21001 0.6900969845365762
10002 21002 0.8735706587391993
12000 21000 0.7851791089437574
12001 21001 0.9265703823670037
13000 21000 0.3575216232048274
13001 21001 0.5829002688013386
14000 21000 0.35259034988676186
14001 21001 0.47763367281538344
15000 21000 0.7922874069326233
15001 21001 0.7941241530188421
17000 21000 0.7777968199095127
18000 21000 0.341132582084968
19000 21000 0.3469413222360571
20000 21000 0.7935820942968653
