8.854759117838945440e-03 7.633210580630744868e-02 1.055165514816308880e-01 1.166229996465841107e-01 1.438722433093819475e-01 2.010600938590432485e-01 2.445677548302704063e-01 2.833807152549238650e-01 2.970513938271194254e-01 3.064672433742410274e-01 2.681121957346447870e-01 2.633075354999058759e-01 2.412938277214340954e-01 2.488246682235049356e-01 2.163256230652866596e-01 1.912606235939466881e-01 2.829062255220349820e-01 2.846876317748318619e-01 4.824165863303799262e-01 4.741498586275013638e-01 5.357557101238951125e-01 5.442503043160202836e-01 6.594560866059635540e-01 7.619236366290395024e-01 8.058604304339050950e-01 8.885530008716755468e-01 9.203607168540703931e-01 7.517147247325710602e-01 6.669976037032774308e-01 6.303689457474761504e-01 5.766700628105934090e-01 6.078019633472725447e-01 3.032315570291151396e-01 3.488598856522469593e-01 3.290827370881832525e-01
5.865110600622108240e-03 6.935534557900530084e-02 1.256240139148534496e-01 2.232020731331095242e-01 3.754151962925801334e-01 5.431677124650990951e-01 7.340979597527809153e-01 9.176292425952679022e-01 1.113806198547196757e+00 1.324730010807558811e+00 1.533096585310396609e+00 1.737573192015486878e+00 1.926249985985137858e+00 2.121672615156214192e+00 2.300074596335101251e+00 2.441442906223887821e+00 2.528940137471900496e+00 2.509893481113772307e+00 2.525070401974745415e+00 2.669108303834734297e+00 2.744523184146941297e+00 2.730026990055896885e+00 2.810090162853885243e+00 2.905475690121138932e+00 2.885862140645933493e+00 2.832046248976647806e+00 2.768803130135145896e+00 2.817243288478752827e+00 2.764767642425920879e+00 2.727576316799476430e+00 2.494796380353613507e+00 2.487981475312253554e+00 2.532415062416261353e+00 2.511510889701856541e+00 2.473858377670137720e+00
1.691683398540206815e-02 6.708810673904341826e-02 1.146469266205040194e-01 1.894740561105241472e-01 2.734268171772149536e-01 3.869657885327547064e-01 4.832400243717038246e-01 5.928884247507336669e-01 7.135061963863211787e-01 8.004916427103573318e-01 8.904225045332712085e-01 9.889694139967482034e-01 1.137099960824458300e+00 1.308592192717038971e+00 1.471701937381760583e+00 1.554811812144363259e+00 1.557064743916270366e+00 1.485982561999332763e+00 1.537665223130666226e+00 1.519577488559307854e+00 1.561637224920747080e+00 1.545925767859855915e+00 1.624517474325471555e+00 1.700037226248571010e+00 1.598509765651031644e+00 1.633561653876835607e+00 1.659035332076928659e+00 1.715333095143153574e+00 1.765218653839049301e+00 1.867061917589778908e+00 1.921591864917063353e+00 2.104459201618734454e+00 2.136170067294638653e+00 2.105519178834294625e+00 2.075719685792156266e+00
3.496866208371800667e-03 1.448329533898215504e-01 2.334318668866451341e-01 2.141168255794173580e-01 1.821474592270340420e-01 9.161243214674569257e-02 9.822671717283429360e-02 1.415100492879460548e-01 2.164075949507952012e-01 2.311819150755270447e-01 2.974226749440302964e-01 3.771964431768262682e-01 4.991404281871149595e-01 5.658609325901593490e-01 5.680033519936844577e-01 6.121598700781011315e-01 5.847618712914831596e-01 5.497397302987676593e-01 5.993969241724994568e-01 3.492591302672968800e-01 2.935202325281430769e-01 4.081496657898716629e-01 6.884452139719504649e-01 9.522708022158145047e-01 1.239001687034161359e+00 1.488740076232992982e+00 1.786512911793546987e+00 2.060618608256155948e+00 2.327299611815143887e+00 2.523322004313258926e+00 2.557935224322734236e+00 2.517737870924514620e+00 2.695590427545435208e+00 2.624002737148787290e+00 2.701855497526215899e+00
1.106617836875523932e-02 5.328756194854536443e-02 1.822307867724047292e-01 2.550208446414224950e-01 4.258662406301503278e-01 5.819349215659500585e-01 7.574514675716501610e-01 9.277316432410689373e-01 1.117251186514311767e+00 1.321073570983441359e+00 1.511132015751296409e+00 1.695348263046323023e+00 1.872036846781343744e+00 2.038746033242654576e+00 2.169520095761925393e+00 2.153675232045816568e+00 2.006551653701640348e+00 1.951564113700754888e+00 1.947024053192132120e+00 1.935197698713749581e+00 1.990259059596401592e+00 2.127649066030317115e+00 2.258235805420319764e+00 2.443157397435485656e+00 2.560411772925840435e+00 2.716719074505899556e+00 2.860653542153122952e+00 3.048036631985877154e+00 3.157882778471951646e+00 3.110452716866693557e+00 3.088776152179814272e+00 3.008451133517873188e+00 2.985210372677207680e+00 2.984070435638932040e+00 2.893169467213273283e+00
8.382923263950959854e-04 1.055651703098931110e-01 1.348402775976940970e-01 2.178461467963163367e-01 3.109608902845140688e-01 3.918948862170255065e-01 4.876865946129653739e-01 6.217041046328848353e-01 7.727054413331807536e-01 9.406101291229207462e-01 1.133170546011565749e+00 1.332097057047984645e+00 1.506522179565747299e+00 1.724926902509106741e+00 1.911680239955332317e+00 1.990715929026962261e+00 2.053107971016365330e+00 2.142231369886653969e+00 2.201727041720470179e+00 2.235377733155032409e+00 2.190366068588711190e+00 2.192909552292233055e+00 2.274599136456024073e+00 2.214544743263108018e+00 2.204950166830554892e+00 2.213930695474201737e+00 2.274261215250239943e+00 2.140823639958540081e+00 2.075772749583643773e+00 2.187221790025560608e+00 2.134021272116607637e+00 2.080160954240236837e+00 2.008629401272494786e+00 1.914430034809297965e+00 1.713760514662700851e+00
1.660033757465191606e-02 5.435051136455988641e-02 1.360353331585705816e-01 2.609750133738918398e-01 3.703979239878592011e-01 4.634501409485089485e-01 5.424912008902056382e-01 6.120962699223969627e-01 7.064347718782328922e-01 7.646453191688662443e-01 7.107279440780402968e-01 7.184829665618771566e-01 7.416188409212106647e-01 7.404920292154606454e-01 6.988454858116843749e-01 7.044172487605429023e-01 8.348923035950406302e-01 8.036758229944555021e-01 9.997747270825210197e-01 1.191895587687783475e+00 1.440274118204481812e+00 1.701285962304114552e+00 1.969981473985192855e+00 2.284547932378597324e+00 2.647311237057875744e+00 2.999387388001294674e+00 3.362450483329603390e+00 3.691227502812847838e+00 3.804147597308184192e+00 3.769133024093992645e+00 3.715720516216760583e+00 3.896082190985701743e+00 4.187078726366594950e+00 4.378914515792054374e+00 4.678428784842952659e+00
7.755525834063537079e-04 5.097267030772829194e-02 1.648838236306395255e-01 2.675347726186849129e-01 3.796563410945904549e-01 4.961422980700386232e-01 6.294664453317327935e-01 7.821368195044865468e-01 9.153341221597645072e-01 1.081559872215916096e+00 1.242348016516008569e+00 1.421101748458102776e+00 1.598059198459798713e+00 1.713469547175933139e+00 1.783805796817165001e+00 1.815235599317541526e+00 1.776032559776553832e+00 1.743750427857381435e+00 1.788969657171465721e+00 1.747914699161634333e+00 1.449014443339872837e+00 1.219702462221315953e+00 1.042000449586558242e+00 9.728876517563824766e-01 1.029482223493239035e+00 1.162153690507132131e+00 1.345851090711503995e+00 1.712137842639993357e+00 2.089448258040681683e+00 2.579741169094047049e+00 3.114837931263532145e+00 3.608982536778063910e+00 4.097583880857664340e+00 4.467303288865799971e+00 4.523705281117361920e+00
1.057682488603059988e-02 1.005064309549396073e-01 1.676502773663531842e-01 2.260019281295314042e-01 2.293780035046216470e-01 2.198785694597347184e-01 2.723638906352718880e-01 3.442032040759849254e-01 4.103481688139924977e-01 4.474300421208533551e-01 5.399316369087702183e-01 6.562960661325938361e-01 7.716882279552457202e-01 8.717963541332925947e-01 9.457747865917520702e-01 1.004847057354693041e+00 1.059132837684258144e+00 1.097750133915915249e+00 1.218198200604603931e+00 1.489641905876734507e+00 1.678998629678907228e+00 1.814306320629207825e+00 2.006039146717013555e+00 2.022692236121987008e+00 2.190731775831756156e+00 2.324011966017607733e+00 2.422506034685269594e+00 2.533584384066220441e+00 2.591916547657010739e+00 2.643152695892365234e+00 2.742675803148804992e+00 2.852134431833874384e+00 2.898520536567621875e+00 2.890382391818007601e+00 2.903228017737794264e+00
1.020017173187131969e-02 1.323782855248890888e-01 1.465425370686799511e-01 2.302595877907112620e-01 3.037769457596798950e-01 3.512903463348497346e-01 3.801361626373943592e-01 4.203939691681479185e-01 4.829526727722665558e-01 5.471578841078916788e-01 6.433550432555705800e-01 7.050330316179932444e-01 7.933496804492257137e-01 8.749040431148060737e-01 9.055385019511061895e-01 8.634311820675283355e-01 8.512105412489771039e-01 8.116367267664117424e-01 7.001734995386490468e-01 6.036037002639841331e-01 5.478107881106910604e-01 5.097300681896347330e-01 5.823875311535054999e-01 6.472107549416337147e-01 6.364337288295871531e-01 7.069333412957128360e-01 7.664351817136811906e-01 8.587375227244620213e-01 9.849357725706863187e-01 1.125472889305029200e+00 1.236470861395325027e+00 1.127012069595043187e+00 8.578862352531499980e-01 8.267972875375549924e-01 6.912547740437122723e-01
