Average X Error: 0.017718038659036435
Average Y Error: 0.001137736664497542
Average Th Error: 0.015035651450309304
GT Average Total Distance Traveled: 19.940044600449763
Noisy Average Total Distance Traveled: 20.690958205711304
Average Distance Per Node: 0.04985011150112441
Average Rotation Per Node: 0.011842300179926449
X Noise Percentage: 0.35542625935022815
Y Noise Percentage: 0.022823151849357036
Th Noise Percentage: 1.2696563354977115
