Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1743175434.0302756,30,odom,base_footprint,3.078881815645309,2.2829117199398783,0.0,0.0024531024973839,0.002784680807963,0.0500092394649982,-0.9987419247627258,0.0,0.0,0.0,,,
1743175437.0300872,60,odom,base_footprint,3.105845309115804,2.2800178365279296,0.0,0.0024845515533125,0.002756657875733,0.0386699561709091,-0.9992452105466214,-0.0285480059683322,0.0,0.0,,,
1743175440.0300612,90,odom,base_footprint,3.0430855155481127,2.337608829947203,0.0,0.0034154767294472,-0.0014514398973134,-0.9321866192189996,-0.3619592010982365,0.2008944302797317,0.0,0.0,,,
1743175443.0302632,120,odom,base_footprint,2.903999997768844,2.4635916322270317,0.0,-0.0010182212759132,0.0035686670478186,0.8674896289913452,-0.4974415542584677,0.0143597498536109,0.0,0.0,,,
1743175446.030089,150,odom,base_footprint,2.9660257679767943,2.0061005856063936,0.0,0.0002005478217359,0.0037056631843849,0.6579817063150826,-0.7530248538164689,0.2009437680244445,0.0,0.0,,,
1743175449.0299876,180,odom,base_footprint,3.0029203250982173,1.7334406314052826,0.0,0.0025096453589936,0.0027338323352009,0.029534605651787,-0.9995569335358618,0.0143541330471634,0.0,0.0,,,
1743175452.03083,210,odom,base_footprint,3.0268646754103674,1.8082002337776948,0.0,0.0035101492958563,-0.0012045791736984,-0.9040498850111492,-0.4274109985973102,0.0,0.0,0.0,,,
1743175455.0299928,240,odom,base_footprint,2.9740935195595024,1.6573819241295775,0.0,-0.0006708746275104,0.0036499433281999,0.8157203877571076,-0.5784346162774282,0.1865590810775756,0.0,0.0,,,
1743175458.030133,270,odom,base_footprint,2.776203687915922,1.0931414375457038,0.0,-0.0006708739748497,0.0036499434481616,0.815720284324925,-0.578434762139591,0.2152882367372512,0.0,0.0,,,
1743175461.030252,300,odom,base_footprint,2.576620172623493,0.5236066859575428,0.0,-0.000674327554645,0.0036493069772157,0.8162672822029695,-0.5776626007589546,0.199762761592865,0.0,0.0,,,
1743175464.0300643,330,odom,base_footprint,2.443538317915187,0.1430221144456771,0.0,0.0007695234495342,0.0036304259702582,0.5340046715554116,-0.8454734573406896,0.0,0.0,0.0,,,
1743175467.0300276,360,odom,base_footprint,2.5819141913379458,0.2886152501802288,0.0,0.0034290302458462,0.001419123193377,-0.3951140882674771,-0.918624631480771,0.2009488344192505,0.0,0.0,,,
1743175470.030052,390,odom,base_footprint,2.828793778738963,0.5488647978514989,0.0,0.0036966886877379,-0.0003265758883617,-0.7749867524802059,-0.6319666840829554,0.0,0.0,0.0,,,
1743175473.029994,420,odom,base_footprint,2.5554643807845325,0.4957046976949522,0.0,-0.0024000264937779,0.00283055328409,0.9954541993042072,-0.095169813482227,0.2152547240257263,0.0,0.0,,,
1743175476.0309749,450,odom,base_footprint,2.006702338527122,0.3889445879566846,0.0,-0.0023487706224582,0.0028732273888409,0.99358312892709,-0.113043895111922,-0.0575231090188026,0.0,0.0,,,
1743175479.0299428,480,odom,base_footprint,2.025404017885119,0.3857508092756969,0.0,0.0024159930100673,0.0028169374931323,0.0632371598363333,-0.9979916923133458,0.2009328752756118,0.0,0.0,,,
