Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1743175434.0818193,27,odom,base_footprint,2.6322447896058305,2.6294707978047724,0.0,0.0058512240164135,-0.0004245012017195,0.4685239856861855,0.8834313012752683,0.0,0.0,0.0,,,
1743175437.081426,57,odom,base_footprint,2.815628177750695,2.8922293506167525,0.0,0.0055718210887121,-0.0018362552970378,0.669505115373006,0.7427842820937722,0.0,0.0,0.0,,,
1743175440.081153,87,odom,base_footprint,2.7709786715037468,2.847449766798541,0.0,-0.0001603283802492,-0.0058644111870675,0.903651918296578,-0.4282275093861879,0.1722273677587509,0.0,0.0,,,
1743175443.083008,117,odom,base_footprint,2.682330655974119,2.7344429716512444,0.0,0.0046277259319077,0.0036057144173748,-0.2441955230078747,0.9697082735436948,0.0142687717452645,0.0,0.0,,,
1743175446.0813997,147,odom,base_footprint,2.841187323297788,2.906947383261445,0.0,0.0058665822519525,1.537665735419397e-05,0.4009719678416043,0.9160715420977852,-0.0574131123721599,0.0,0.0,,,
1743175449.0793378,177,odom,base_footprint,2.8375573020607687,2.9116468782785137,0.0,0.0005786079935255,-0.0058379993619685,0.9503397100361796,-0.3111591630733916,0.0,0.0,0.0,,,
1743175452.081463,207,odom,base_footprint,2.6133471317168877,2.4975031935956142,0.0,0.0006344683244557,0.0058321928728205,-0.8660262330912516,0.4999641515488487,0.1722453087568283,0.0,0.0,,,
1743175455.0837774,237,odom,base_footprint,2.319581127096982,2.024028670550869,0.0,0.0004742618685371,0.005847401084291,-0.8794136278999881,0.4760223317240108,0.2009535431861877,0.0,0.0,,,
1743175458.078907,267,odom,base_footprint,1.9997714458200535,1.5669338065257652,0.0,-0.0003081421272629,-0.0058585042621749,0.8925673396582241,-0.450875962335123,0.1712544411420822,0.0,0.0,,,
1743175461.08157,297,odom,base_footprint,1.6557519535644616,1.1348305325423202,0.0,-0.0001362412690129,-0.0058650202111445,0.9054030725379356,-0.4245125033200423,0.1722267866134643,0.0,0.0,,,
1743175464.0795295,327,odom,base_footprint,1.2915117191546075,0.7155063727284408,0.0,2.467814073969858e-05,-0.0058665504983666,0.916706134226296,-0.3995190267159542,0.1866082698106765,0.0,0.0,,,
1743175467.0811343,357,odom,base_footprint,1.161865807961646,0.576157982243013,0.0,0.0040257974643381,0.0042673151438163,-0.3887727453360157,0.921315006781112,0.0,0.0,0.0,,,
1743175470.0845408,387,odom,base_footprint,1.2738587098880492,0.7489666098434697,0.0,0.0058472546822089,-0.0004760634851587,0.4762932647184426,0.879266919211698,0.1865962147712707,0.0,0.0,,,
1743175473.0803866,417,odom,base_footprint,1.601961829139247,1.1994399137088887,0.0,0.0058632231273174,-0.0001990937462773,0.4341920785653072,0.9008012145569748,0.1855093836784362,0.0,0.0,,,
1743175476.081957,447,odom,base_footprint,1.959346216800317,1.6187094899988963,0.0,0.0058665991431115,6.18502699399685e-06,0.4024067532261359,0.9154421850636898,0.186604231595993,0.0,0.0,,,
1743175479.0846972,477,odom,base_footprint,2.3466586616938727,2.0164295443947347,0.0,0.0058629876839463,0.0002059106078117,0.3710071227659637,0.9286114925484736,0.1722460240125656,0.0,0.0,,,
1743175482.0806243,507,odom,base_footprint,2.7621798375011046,2.3839275355384064,0.0,0.0058533350763293,0.0003943250495828,0.3409563243444179,0.9400608353323348,0.2009433656930923,0.0,0.0,,,
1743175485.0814354,537,odom,base_footprint,3.178841232595661,2.7137546009475497,0.0,0.00584434821119,0.0005105073426265,0.3222173912966195,0.946647527848768,-0.1302078068256378,0.0,0.0,,,
1743175488.0176284,566,odom,base_footprint,3.156667977601787,2.707754222588502,0.0,0.0018637317169397,-0.0055626907021502,0.9957612758958798,-0.0917881836751998,0.0143535276874899,0.0,0.0,,,
1743175491.0804968,597,odom,base_footprint,2.919661901759919,2.356409501830416,0.0,-0.000345035108195,-0.0058564472621743,0.8897098469142728,-0.4564887485360009,0.2009529620409011,0.0,0.0,,,
1743175494.0795376,627,odom,base_footprint,2.5815289699296526,1.915233449518119,0.0,-0.0001842722863633,-0.0058637076568494,0.901895870272354,-0.4319136816794025,0.1855043172836303,0.0,0.0,,,
1743175497.0817456,657,odom,base_footprint,2.227392911254751,1.4884729618182764,0.0,-6.776432251386565e-05,-0.005866211022211,0.910297093039926,-0.4139139906299897,0.1722548305988311,0.0,0.0,,,
1743175500.0794537,687,odom,base_footprint,1.848077362701089,1.0839786241260552,0.0,0.000115355248414,-0.0058654681762992,0.9227720356488844,-0.3853016473629416,0.2009183019399643,0.0,0.0,,,
1743175503.0804763,717,odom,base_footprint,1.4520102467373548,0.6954735948560635,0.0,0.0002152030512096,-0.0058626539559542,0.9291983639862064,-0.3695348286718599,0.1865889132022857,0.0,0.0,,,
1743175506.081008,747,odom,base_footprint,1.3338529435671391,0.5823569879523736,0.0,0.0043875507074303,0.0038944091400677,-0.3057372053473758,0.9520978681325568,0.0,0.0,0.0,,,
